"","census_tract_code","year","arrests_B","arrests_W","arrests_total","state","county","ct_pop","ct_white","ct_black","pct_white","pct_black","total_arrests_prct","arrests_B_prct","arrests_W_prct","total_arrests_pop_prct","arrests_B_pop_prct","arrests_W_pop_prct","SIR_tot_pop","SIR_B","SIR_W"
"40",10501,2013,162,378,546,37,129,4065,2409,1477,0.592619926,0.363345633,0.999816883354697,0.296648965390954,0.692180919245559,0.13431403901503,0.109674361925394,0.156905068282761,3.9311289622796,0.968761890294029,7.18203790861568
"41",10501,2014,146,313,460,37,129,4380,2720,1426,0.621004566,0.325570776,0.99978265594436,0.317322321234514,0.680286894153445,0.10502043332344,0.10237711240446,0.115069298922834,3.07375811267748,0.904304736263293,5.26708331366514
"42",10501,2015,108,226,334,37,129,4622,2999,1398,0.64885331,0.302466465,0.999700688416642,0.323256510026938,0.676444178389704,0.072261526146124,0.0772476932980474,0.0753559401153679,2.11496415694687,0.682334686671583,3.44927811747052
"43",10501,2016,124,253,385,37,129,4440,3013,1187,0.678603604,0.267342342,0.999740327187743,0.32199428719813,0.656972215009089,0.0867097587892165,0.104456237890658,0.0839666788357506,2.53783779110702,0.922669808106957,3.84341868021847
"44",10501,2017,124,181,307,37,129,4274,2844,1226,0.665418811,0.286850725,0.999674373168349,0.403777271247151,0.58938456528818,0.0718279871785873,0.101133675882881,0.0636405189690939,2.10227525559256,0.893321367917599,2.91302648641226
"45",10501,2018,102,254,362,37,129,4396,3200,1169,0.727934486,0.265923567,0.99972383319525,0.28169014084507,0.701463684065175,0.0823457155205751,0.0872465999486785,0.0793725196087622,2.41011013872008,0.770655781389492,3.6331295793783
"46",10502,2010,191,236,428,37,129,7375,5021,1912,0.680813559,0.259254237,0.999766409717356,0.446157439850502,0.551273067040411,0.0580331114154384,0.099890173108101,0.0470016530242377,1.69852419545584,0.8823374143524,2.1514133194177
"47",10502,2011,181,308,493,37,129,7441,5563,1375,0.747614568,0.184786991,0.999797201379031,0.367065503954573,0.624619752585682,0.0662536452943785,0.131626790778852,0.0553648145817979,1.93912435202835,1.1626693459589,2.5342214976343
"48",10502,2012,202,309,515,37,129,7991,5973,1178,0.747465899,0.147415843,0.999805862939235,0.392156862745098,0.599883517763541,0.0644466969503573,0.171462524403701,0.0517319314928597,1.88623824257459,1.51454137812909,2.36793302557995
"49",10502,2013,159,224,387,37,129,8272,6302,1181,0.761847195,0.142770793,0.999741668819426,0.410746577111857,0.578661844484629,0.0467837671208037,0.134620269240538,0.0355437076530046,1.36927623680913,1.18911096642686,1.62694716346953
"50",10502,2014,125,225,355,37,129,8408,6408,1207,0.762131304,0.143553758,0.999718389186145,0.352013517319065,0.633624331174317,0.04222119147013,0.103553972330379,0.0351118116134268,1.23573790072389,0.914700028530596,1.60717792489249
"51",10502,2015,155,234,393,37,129,8205,5857,1554,0.713833029,0.189396709,0.999745611803612,0.394301704400916,0.595268379547189,0.0478970396460738,0.0997361817128885,0.0399515118403305,1.40185970983319,0.880977196772866,1.82870620869095
"52",10502,2016,140,257,400,37,129,8472,6161,1422,0.727219075,0.167847025,0.999750062484379,0.349912521869533,0.642339415146213,0.0472137958711535,0.0984459601997047,0.0417133304117771,1.38186240045598,0.869580573076434,1.90935017963922
"53",10502,2017,190,250,443,37,129,8753,6188,1832,0.706957615,0.209299669,0.999774317309862,0.428797111261566,0.564206725344166,0.0506106408015446,0.10370612957808,0.0404001228163734,1.48128190704039,0.91604404494717,1.84924054242167
"54",10502,2018,183,253,441,37,129,8648,6455,1806,0.746415356,0.208834413,0.999773294037633,0.414871911131263,0.57356608478803,0.0509938599229889,0.101323293283871,0.0391938157425911,1.49249803752278,0.894996272686512,1.79402407791766
"55",10600,2010,175,202,377,37,129,4061,3733,94,0.919231716,0.023147008,0.99973481835057,0.464067886502254,0.535666931848316,0.0928319913323976,1.85972369819341,0.0541105247649407,2.71702446318392,16.4270793434112,2.47680871223705
"56",10600,2011,140,215,355,37,129,3983,3576,117,0.897815717,0.029374843,0.999718389186145,0.394255139397353,0.605463249788792,0.089126559714795,1.19555935098207,0.0601213612594726,2.60857318246505,10.5604656957472,2.75194358224916
"57",10600,2012,132,148,283,37,129,3829,3424,127,0.894228258,0.033167929,0.999646767926528,0.466266336983398,0.522783468738961,0.0739077067718263,1.03855232100708,0.0432230367103765,2.16314488609699,9.1736107874735,1.9784541798228
"58",10600,2013,85,191,277,37,129,3997,3548,158,0.887665749,0.039529647,0.999639119451461,0.306748466257669,0.689281847708409,0.0693002426759401,0.537634408602151,0.0538316281953722,2.02829274641876,4.74896518038401,2.46404274006581
"59",10600,2014,112,180,294,37,129,3979,3776,92,0.948982156,0.023121387,0.999659979598776,0.380822849370962,0.612036722203332,0.0738860546354703,1.21606948968512,0.047668229125288,2.16251116723224,10.7416332940021,2.18192460167974
"60",10600,2015,98,172,270,37,129,3951,3746,176,0.948114401,0.044545685,0.999629766753054,0.362828582006664,0.63680118474639,0.0683354002682797,0.556501987507098,0.0459144176610341,2.00005355444297,4.91562392436342,2.10164714118282
"61",10600,2016,109,166,275,37,129,4196,3890,189,0.927073403,0.045042898,0.999636495819702,0.3962195565249,0.603416939294802,0.0655370463049022,0.576414595452142,0.0426724248733966,1.91815079585708,5.09151348847728,1.95325094624085
"62",10600,2017,116,188,307,37,129,4134,3785,237,0.915578133,0.057329463,0.999674373168349,0.377727124715076,0.612178443503745,0.07426041943833,0.489245044285112,0.049668436765211,2.17346814782617,4.3215382847729,2.27348038921582
"63",10600,2018,110,146,256,37,129,4147,3580,229,0.863274656,0.055220641,0.999609527528309,0.42951971885982,0.570089808668489,0.0617298835330713,0.480139676996945,0.040780983771403,1.8067220282747,4.24110989046953,1.86667374484701
"64",10700,2010,57,108,165,37,129,4314,2354,1312,0.545665276,0.304126101,0.999394306480921,0.345245305875227,0.654149000605694,0.0382466794928258,0.0434418108375886,0.0458774053778514,1.11941112461407,0.383724783495399,2.09995297270368
"65",10700,2011,56,59,115,37,129,4333,2374,1530,0.547888299,0.353104085,0.999131190269331,0.486533449174631,0.5125977410947,0.0265398906094944,0.036598915103588,0.0248515226822796,0.776774590324399,0.323280970648192,1.13753226676722
"66",10700,2012,69,76,147,37,129,4100,2401,1373,0.585609756,0.334878049,0.999320190346703,0.469068660774983,0.516655336505778,0.0358527840784371,0.050251256281407,0.0316521594269293,1.04934613613495,0.443873127412777,1.44881877546545
"67",10700,2013,68,69,137,37,129,4314,2388,1631,0.553546592,0.378071395,0.99927060539752,0.49598832968636,0.50328227571116,0.0317563338819221,0.0416896572864938,0.0288932624261966,0.929450448921983,0.368247879354405,1.32253539238492
"68",10700,2014,66,79,145,37,129,4263,2206,1806,0.517475956,0.42364532,0.999310820124052,0.454858718125431,0.544452101998622,0.0340128075813375,0.0365428270859864,0.0358098000997235,0.995493352384976,0.322785540968906,1.63912705071249
"69",10700,2015,84,89,173,37,129,4435,2314,1761,0.521758737,0.397068771,0.999422299248989,0.48526863084922,0.514153668399769,0.0390070122432414,0.0476974618136392,0.0384598764098354,1.14166468885834,0.421315268742944,1.76042936891197
"70",10700,2016,84,88,174,37,129,4409,2350,1667,0.53300068,0.37809027,0.999425617461229,0.48248133256749,0.505456634118323,0.0394638361570388,0.0503868994061544,0.0374452150972299,1.15503509846973,0.445071273338851,1.71398513297177
"71",10700,2017,95,131,226,37,129,4511,2485,1674,0.550875637,0.371092884,0.999557717823972,0.420168067226891,0.579389650597081,0.0500986455631664,0.0567469087868108,0.0527141764918917,1.46629673255753,0.501249714696765,2.41289346500873
"72",10700,2018,102,148,251,37,129,4593,2377,1910,0.517526671,0.415850207,0.999601752289924,0.40621266427718,0.589406610911987,0.0546471881735647,0.0534003455316476,0.0622607378738799,1.59942434693817,0.471689269683501,2.84986957096094
"73",10800,2010,76,103,181,37,129,2885,1388,665,0.481109185,0.2305026,0.999447818884594,0.419657647708448,0.568746548868029,0.0627361269973311,0.114268531047963,0.0742021468193934,1.83617295428709,1.00934253179835,3.39646537355416
"74",10800,2011,58,126,185,37,129,2760,1355,649,0.490942029,0.235144928,0.999459751485683,0.31334413830362,0.680713128038898,0.067026557008804,0.0893544908334617,0.0929820677440779,1.96174607979519,0.789274940163037,4.25608135331859
"75",10800,2012,81,133,216,37,129,2259,1387,540,0.61398849,0.239043825,0.999537251272559,0.37482646922721,0.615455807496529,0.0956132973307954,0.149972227365303,0.0958834979453536,2.79842825867279,1.32471596755537,4.38888892877059
"76",10800,2013,60,114,174,37,129,2420,1698,275,0.701652893,0.113636364,0.999425617461229,0.344629523262493,0.654796094198736,0.0718978554605182,0.218102508178844,0.0671338554855427,2.10432017382045,1.92651586379809,3.07292747344394
"77",10800,2014,56,112,168,37,129,2153,1431,330,0.664653971,0.153274501,0.99940511600238,0.33313503866746,0.66627007733492,0.0780270307928104,0.169645561950924,0.0782614771853819,2.28371004877587,1.49849201208361,3.58227367720682
"78",10800,2015,29,99,132,37,129,2497,1769,304,0.70845014,0.121746095,0.999242997728993,0.219530658591976,0.749432248296745,0.052861319130191,0.0953633673133838,0.0559606579616754,1.54715519048418,0.8423517981911,2.56149512103419
"79",10800,2016,56,126,188,37,129,2699,1781,414,0.659874027,0.153390144,0.999468367889421,0.297713981924508,0.669856459330144,0.0696528472453781,0.135233035498672,0.0707427993936331,2.03861284434237,1.19452357688674,3.2381201739835
"80",10800,2017,52,132,185,37,129,2644,1775,425,0.671331316,0.160741301,0.999459751485683,0.280929227444625,0.713128038897893,0.0699670965545933,0.122324159021407,0.0743620077742099,2.0478103531798,1.0804984997571,3.40378271167565
"81",10800,2018,61,165,233,37,129,2907,1817,558,0.625043,0.191950464,0.999570999571,0.261690261690262,0.707850707850708,0.0801486016992879,0.109299408708117,0.0908040283968962,2.34580459151425,0.965449900316018,4.15638564986479
"82",10900,2010,24,69,94,37,129,2163,1990,65,0.920018493,0.030050855,0.99893730074389,0.255047821466525,0.733262486716259,0.0434561508945495,0.368663594470046,0.0346716245414803,1.27188292916751,3.25643326654904,1.58702917971682
"83",10900,2011,15,104,119,37,129,2252,2001,99,0.888543517,0.043960924,0.999160369437448,0.125944584382872,0.873215785054576,0.0528395719550642,0.151362260343088,0.0519714157213533,1.54651869000652,1.33699423342799,2.37889497108229
"84",10900,2012,13,65,79,37,129,2197,2040,71,0.928538917,0.032316796,0.99873577749684,0.164348925410872,0.821744627054362,0.0359564880979473,0.182841068917018,0.0318611832753296,1.05238136519656,1.61504891788587,1.45838645367653
"85",10900,2013,6,53,59,37,129,2352,2137,118,0.908588435,0.050170068,0.998307952622673,0.101522842639594,0.896785109983079,0.0250839675183878,0.0508044030482642,0.0247999625660942,0.734162355056424,0.448759114420708,1.13517219826804
"86",10900,2014,15,40,55,37,129,2463,2215,156,0.899309785,0.063337393,0.998185117967332,0.272232304900181,0.725952813067151,0.0223295846697251,0.0960922485586163,0.0180578754909485,0.653546551459211,0.848790061067994,0.826565691882772
"87",10900,2015,11,54,66,37,129,2362,1947,298,0.824301439,0.126164268,0.998487140695915,0.166414523449319,0.816944024205749,0.0279412387282503,0.03690036900369,0.0277335524626367,0.817789514871944,0.325943735627832,1.26945182400537
"88",10900,2016,24,70,95,37,129,2256,1896,300,0.840425532,0.132978723,0.998948475289169,0.252365930599369,0.736067297581493,0.0421080625858783,0.0799733422192602,0.036917884077844,1.23242682291986,0.706410548658255,1.68984753555017
"89",10900,2017,27,107,136,37,129,2470,1969,336,0.797165992,0.136032389,0.999265246142542,0.198383541513593,0.786186627479794,0.0550584996558844,0.080333234156501,0.0543395459854756,1.61146269000732,0.709589501216558,2.48729173299451
"90",10900,2018,18,58,76,37,129,2415,2037,223,0.843478261,0.092339545,0.998685939553219,0.236530880420499,0.76215505913272,0.0314686762452901,0.080681308830121,0.0284718472338128,0.921031230239575,0.71266407099622,1.30324589511061
"91",11000,2010,254,64,321,37,129,2473,1072,1347,0.433481601,0.544682572,0.999688570538773,0.791030831516661,0.199314855185301,0.129796611540172,0.188553188330488,0.059695923887697,3.79891203163227,1.66550449841929,2.73246997718799
"92",11000,2011,263,58,326,37,129,2450,1167,1177,0.476326531,0.480408163,0.999693345599509,0.806501073290402,0.177859552284575,0.133055793641076,0.223430464701385,0.049695827264159,3.89430239621487,1.97357810461324,2.27473413840272
"93",11000,2012,219,65,284,37,129,2322,1221,969,0.525839793,0.417312661,0.999648011263639,0.770855332629356,0.228792678634284,0.12230308772232,0.225982870704778,0.0532306936368848,3.57959014446459,1.99612369887279,2.43653607742649
"94",11000,2013,264,51,316,37,129,2197,1213,860,0.552116523,0.391442877,0.999683644416324,0.835178740904777,0.161341347674786,0.143825952391789,0.306941053365888,0.0420410518506306,4.20952546078626,2.71123341724888,1.92435101946595
"95",11000,2014,200,79,279,37,129,2574,1193,1285,0.463480963,0.499222999,0.999641705481906,0.716589036187746,0.28305266929416,0.108387397537003,0.1556299120691,0.0662140642024977,3.17230306473134,1.37469072220283,3.03082573680062
"96",11000,2015,213,69,283,37,129,2460,1182,1158,0.480487805,0.470731707,0.999646767926528,0.752384316495938,0.243730130695867,0.115035974147392,0.18392194111044,0.058370696218594,3.36689487555546,1.62459634329034,2.67181014343493
"97",11000,2016,194,92,286,37,129,2414,1127,1226,0.466859983,0.507870754,0.999650471862985,0.678084585809158,0.321565886053827,0.118470651588584,0.158225267107088,0.0816254103451335,3.46742167129603,1.39761568851624,3.7362514660686
"98",11000,2017,224,119,343,37,129,2344,1064,1195,0.453924915,0.509812287,0.999708539784319,0.652870883124454,0.346837656659866,0.14632481549422,0.187432014057401,0.111831594774927,4.28266266361906,1.65560108171299,5.11888342323686
"99",11000,2018,255,96,351,37,129,2284,1192,977,0.521891419,0.427758319,0.999715180860154,0.726288806607804,0.27342637425235,0.153671030165054,0.26097635861222,0.0805301568660347,4.49767307851999,2.30522381031229,3.68611827347946
"100",11100,2010,397,75,472,37,129,2993,163,2688,0.054460408,0.898095556,0.999788180470239,0.840923533149756,0.158864647320483,0.157696034212021,0.147687958037275,0.459840588595953,4.6154776661741,1.30453884472273,21.0483483762591
"101",11100,2011,370,85,458,37,129,3152,166,2726,0.052664975,0.864847716,0.999781707050862,0.807683911809648,0.185549006767081,0.145299958757654,0.135725028428891,0.511739915713426,4.25266696079569,1.19886938745471,23.4239436254681
"102",11100,2012,387,71,458,37,129,2901,286,2400,0.098586694,0.827300931,0.999781707050862,0.844793713163065,0.154987993887797,0.157871152321533,0.161243281529936,0.248164977280671,4.62060305646965,1.42427403697513,11.3592906457844
"103",11100,2013,398,74,475,37,129,2600,170,2359,0.065384615,0.907307692,0.999789517996211,0.837718375078931,0.15575668280362,0.182685281335333,0.168708405747955,0.435038212815991,5.3468677266057,1.49021404083535,19.913065717611
"104",11100,2014,420,91,511,37,129,2519,147,2289,0.058356491,0.908693926,0.999804343572686,0.821756994717276,0.17804734885541,0.202850224286452,0.183478222882356,0.61862678450034,5.93705913056598,1.6206769467983,28.3164914058714
"105",11100,2015,305,113,419,37,129,2451,157,2218,0.064055488,0.904936761,0.999761393462181,0.727749940348365,0.269625387735624,0.170943657949492,0.13750507190839,0.71928707829408,5.00321164943945,1.21459264543161,32.9240292874151
"106",11100,2016,360,115,477,37,129,2419,402,1933,0.166184374,0.799090533,0.999790400335359,0.754558792705932,0.241039614336617,0.197180769707743,0.186229372510475,0.285998507833872,5.77112445048241,1.64497805844764,13.0910501971087
"107",11100,2017,445,175,623,37,129,2512,246,1990,0.097929936,0.792197452,0.999839512116835,0.714171080083454,0.280853795538437,0.24799968154134,0.223606853926938,0.711093051605039,7.25850207389103,1.97513616391329,32.5489629434851
"108",11100,2018,434,111,546,37,129,2724,344,2036,0.126284875,0.74743025,0.999816883354697,0.794726240615272,0.203259476286394,0.200433170588451,0.213152595648544,0.32258064516129,5.86631634101641,1.88279291400874,14.7655295491091
"109",11200,2010,169,59,229,37,129,2538,1306,1212,0.514578408,0.477541371,0.999563509384548,0.737669140113488,0.257529463116543,0.0902249714353256,0.1394274399802,0.045172651404946,2.64072170661599,1.23157306724025,2.06769416930714
"110",11200,2011,219,91,310,37,129,2409,1256,1111,0.521378165,0.461187215,0.999677523379555,0.706223798774589,0.293453724604966,0.128678759702794,0.19710197101971,0.0724464612690073,3.76619453042627,1.74101653908525,3.31610213024733
"111",11200,2012,248,86,335,37,129,2131,1155,934,0.541999061,0.438291882,0.999701581617428,0.740077588779469,0.256639809012235,0.157195814368167,0.265496199550369,0.0744524283611809,4.60083713618853,2.34514790537152,3.40792154600683
"112",11200,2013,208,61,269,37,129,2180,1212,945,0.555963303,0.433486239,0.999628390932739,0.772946859903382,0.226681531029357,0.123388835374524,0.220082530949106,0.0503258807029123,3.61136801424355,1.94400555389585,2.30357366367175
"113",11200,2014,140,72,212,37,129,2160,1153,980,0.533796296,0.453703704,0.999528524281,0.66006600660066,0.339462517680339,0.0981436044627564,0.142842567084991,0.0624403781111786,2.87248577137108,1.26173914189572,2.85809226898027
"114",11200,2015,196,84,282,37,129,1983,1233,708,0.621785174,0.357034796,0.999645515774548,0.694789081885856,0.297766749379653,0.142201603549997,0.276797062561785,0.0681209958640824,4.16198370845985,2.44496927857759,3.11811198977213
"115",11200,2016,211,113,326,37,129,2472,1177,1248,0.476132686,0.504854369,0.999693345599509,0.647040785035265,0.346519472554431,0.13187168803851,0.169056966589216,0.095998640727211,3.8596457671478,1.49329290497036,4.39415937562902
"116",11200,2017,189,86,277,37,129,2527,1327,1173,0.525128611,0.464186783,0.999639119451461,0.68206423673764,0.310357271743053,0.109611808001266,0.161111584690137,0.0648029538090573,3.20813934419312,1.42311074888091,2.96623478094528
"117",11200,2018,197,84,284,37,129,2540,1261,1254,0.496456693,0.493700787,0.999648011263639,0.69341781063006,0.295670538542767,0.111806621786544,0.157084761980703,0.0666085163745936,3.27237757350547,1.3875415209284,3.04888105192928
"118",11300,2010,131,309,449,37,129,1493,1173,213,0.785666443,0.142665774,0.999777332442663,0.291694500111334,0.688042752171009,0.300716629830554,0.614734866259972,0.263404654334669,8.80143179101117,5.42999932356813,12.0568585415494
"119",11300,2011,166,394,562,37,129,1357,1049,236,0.77302874,0.173913043,0.999822095712507,0.295321117238925,0.700942892723715,0.414118340579176,0.703091910207539,0.375560003812792,12.1204947330918,6.21046374034463,17.19056123466
"120",11300,2012,160,439,607,37,129,1487,1144,217,0.76933423,0.145931406,0.999835282490529,0.263548015154011,0.723109866578817,0.408176988770089,0.736987563334869,0.383707717856831,11.946602112908,6.50986659457523,17.5635077033324
