"","census_tract_code","year","arrests_B","arrests_W","arrests_total","state","county","ct_pop","ct_white","ct_black","pct_white","pct_black","total_arrests_prct","arrests_B_prct","arrests_W_prct","total_arrests_pop_prct","arrests_B_pop_prct","arrests_W_pop_prct","SIR_tot_pop","SIR_B","SIR_W"
"121",11300,2013,140,307,450,37,129,1633,1170,269,0.71647275,0.164727495,0.999777827149522,0.31104199066874,0.682070650966452,0.275549568305676,0.520252694165738,0.2623707375438,8.06483742469294,4.59543118904495,12.009532921876
"122",11300,2014,136,268,409,37,129,1533,1125,218,0.733855186,0.142204827,0.999755560987534,0.33243705695429,0.655096553409924,0.266779727349814,0.623567171022467,0.238201048795663,7.80816004361651,5.50801573603824,10.9032103363255
"123",11300,2015,172,301,474,37,129,1671,1251,267,0.748653501,0.15978456,0.999789074035014,0.362792659776418,0.634887154608732,0.283645502962121,0.64395357543991,0.240588282311566,8.30179078740963,5.68809038003913,11.0124815140866
"124",11300,2016,138,288,430,37,129,1758,1383,209,0.78668942,0.118885097,0.999767495931179,0.320855614973262,0.669611718205069,0.244582219441442,0.659971305595409,0.208227893861615,7.15847914004942,5.82957619560482,9.53124487126354
"125",11300,2017,162,336,504,37,129,1804,1304,259,0.722838137,0.143569845,0.999801626661377,0.321364808569728,0.666534417774251,0.279363671636827,0.62524121960633,0.257648953301127,8.17646932989189,5.5228027331274,11.793402023121
"126",11300,2018,119,210,329,37,129,1816,1337,245,0.73623348,0.134911894,0.99969614099058,0.361592221209359,0.638103919781221,0.181157425251913,0.485516115871073,0.157056315907561,5.30215014277178,4.28860037954385,7.18896098756265
"127",11400,2010,369,324,693,37,129,1362,286,1045,0.209985316,0.767254038,0.999855720675227,0.532390708411485,0.467465012263743,0.508773217825417,0.353076260644914,1.1324711639287,14.8908717695688,3.11874917415057,51.8367629469597
"128",11400,2011,388,317,707,37,129,1407,272,1125,0.193319119,0.799573561,0.999858577287512,0.548720124451987,0.448309998585773,0.502451851325421,0.344858234823571,1.16501286291804,14.7058568067879,3.04615873378325,53.3262987427766
"129",11400,2012,223,170,394,37,129,1502,408,1085,0.271637816,0.722370173,0.999746257295103,0.565846231920832,0.431362598325298,0.26229944744025,0.205511012809879,0.416564567507964,7.67703035500939,1.8152942378764,19.0674689350171
"130",11400,2013,206,119,327,37,129,1633,514,1111,0.314758114,0.680342927,0.999694283093855,0.629776826658514,0.363803118312443,0.200232686302125,0.18540185401854,0.231472476171951,5.8604485286102,1.6376685253496,10.5952224288394
"131",11400,2014,173,127,300,37,129,1687,396,1241,0.234736218,0.73562537,0.999666777740753,0.576474508497168,0.423192269243585,0.177819927686563,0.139392474417855,0.320626104519061,5.20446762620909,1.23126421379741,14.676064083525
"132",11400,2015,135,149,287,37,129,1717,353,1297,0.205591147,0.755387303,0.999651689306862,0.470219435736677,0.518982932776036,0.167142274765593,0.104078328579138,0.421976777116964,4.89195203994118,0.919331706726101,19.3152027718309
"133",11400,2016,165,74,241,37,129,1681,382,1217,0.227245687,0.723973825,0.999585234342596,0.684363334715886,0.30692658647864,0.143358515257867,0.135568153808233,0.193666579429469,4.19584442141999,1.19748370212789,8.86472776384618
"134",11400,2017,154,127,282,37,129,1664,372,1184,0.223557692,0.711538462,0.999645515774548,0.54590570719603,0.450194966323999,0.169460969893636,0.130056583058863,0.341306100510615,4.95981605206822,1.14879958303285,15.6226524683801
"135",11400,2018,250,135,388,37,129,1652,386,1157,0.233656174,0.700363196,0.999742334449884,0.644163875289874,0.347848492656532,0.234852611827371,0.216057384841414,0.34965034965035,6.87371112500215,1.90845113549267,16.0045949658176
"136",11500,2010,42,49,91,37,129,8118,5660,1826,0.697216063,0.224932249,0.998902305159166,0.461031833150384,0.537870472008782,0.0112095194688412,0.0229998357154592,0.00865709086411901,0.328082358034573,0.203159279279119,0.396262245986762
"137",11500,2011,24,77,101,37,129,8534,6449,1731,0.75568315,0.202835716,0.999010880316518,0.237388724035608,0.76162215628091,0.0118348742105201,0.0138640170989544,0.0119396504938674,0.346385360123861,0.122461906101521,0.546515312737024
"138",11500,2012,36,60,96,37,129,8894,6632,1989,0.745671239,0.223633911,0.998959417273673,0.374609781477627,0.624349635796046,0.0107936722096671,0.0180986375747826,0.00904690821911612,0.315911260981634,0.15986662735836,0.414105410976055
"139",11500,2013,20,55,75,37,129,8893,6673,1875,0.750365456,0.210839987,0.99866844207723,0.266311584553928,0.732356857523302,0.00843350462718287,0.0106660978081169,0.00824204642519968,0.246833425132332,0.0942144444084503,0.377264358112886
"140",11500,2014,28,52,81,37,129,8631,6454,1808,0.747769667,0.209477465,0.998766954377312,0.345252774352651,0.641183723797781,0.00938466707603897,0.0154858691444057,0.00805689406733704,0.2746722294595,0.136787847239865,0.368789353018451
"141",11500,2015,23,31,54,37,129,8547,6443,1614,0.753831754,0.188838189,0.99815157116451,0.425138632162662,0.573012939001848,0.00631793239812334,0.0142494269252215,0.00481134857444398,0.18491445283101,0.125866260093444,0.220230539595751
"142",11500,2016,23,46,69,37,129,8450,6281,1748,0.743313609,0.206863905,0.998552821997106,0.332850940665702,0.665701881331404,0.00816558383924451,0.0131571420399291,0.00732355797551384,0.238991868309345,0.116218025523041,0.335222256245396
"143",11500,2017,26,46,72,37,129,8313,6312,1669,0.759292674,0.200769879,0.998613037447989,0.360610263522885,0.638002773925104,0.00866102897835946,0.0155772572044815,0.00728759050078421,0.253492651324123,0.137595084850141,0.333575911931522
"144",11500,2018,32,49,81,37,129,8000,6031,1668,0.753875,0.2085,0.998766954377312,0.394574599260173,0.604192355117139,0.010124873439082,0.0191835021881182,0.00812455439306262,0.296336730751851,0.169449318108301,0.371886378688742
"145",11603,2010,31,38,69,37,129,6377,4964,965,0.778422456,0.151325074,0.998552821997106,0.44862518089725,0.549927641099855,0.0108199651879381,0.0321210237281111,0.00765496263169557,0.316680808894449,0.283727419232144,0.350391688500443
"146",11603,2011,11,29,40,37,129,6827,5181,1054,0.758898491,0.154386993,0.997506234413965,0.27431421446384,0.723192019950125,0.00585900309062413,0.0104354425576321,0.0055972669896354,0.171482422154402,0.0921770492274517,0.256204494502115
"147",11603,2012,16,9,27,37,129,6893,5237,1326,0.759756274,0.19236907,0.996309963099631,0.590405904059041,0.33210332103321,0.00391696043869957,0.0120654550938843,0.00171850833476542,0.114642346679428,0.106575072594999,0.0786615253518443
"148",11603,2013,18,72,90,37,129,6662,5086,1273,0.763434404,0.191083759,0.998890122086571,0.199778024417314,0.799112097669256,0.0135092538388796,0.0141387165187338,0.0141562297241501,0.395391423072786,0.124888346743584,0.647975107717338
"149",11603,2014,9,8,17,37,129,7203,5511,1422,0.765097876,0.197417743,0.994152046783626,0.526315789473684,0.467836257309941,0.00236009495911483,0.00632866886998101,0.00145161582987062,0.0690757102946487,0.0559016082691993,0.0664450169327186
"150",11603,2015,6,11,17,37,129,7664,5772,1560,0.753131524,0.203549061,0.994152046783626,0.350877192982456,0.64327485380117,0.0022181338970003,0.00384590731363374,0.00190571888913913,0.0649207667988914,0.0339711886501414,0.0872307405666257
"151",11603,2016,1,5,6,37,129,7499,5601,1517,0.746899587,0.202293639,0.983606557377049,0.163934426229508,0.819672131147541,0.000800096011521383,0.000659152330103487,0.00089268179464748,0.0234173629693626,0.00582234212346863,0.0408608501921392
"152",11603,2017,5,11,16,37,129,7708,5723,1627,0.74247535,0.211079398,0.993788819875776,0.31055900621118,0.683229813664596,0.00207573850884135,0.0030729518775736,0.00192203526061051,0.0607531113654631,0.0271436151297224,0.0879775921484196
"153",11603,2018,9,4,13,37,129,7781,5952,1493,0.764940239,0.191877651,0.99236641221374,0.687022900763359,0.305343511450382,0.00167071493747671,0.00602772754671489,0.000672031719897179,0.0488988040758186,0.0532433709193144,0.0307610030760493
"154",11605,2010,86,98,184,37,129,5228,4046,893,0.773909717,0.170811018,0.999456816947311,0.46713742531233,0.532319391634981,0.0351944300988887,0.0962938080842011,0.0242208546501569,1.0300773060453,0.850570451521919,1.10866460962886
"155",11605,2011,91,147,241,37,129,4916,3292,1312,0.669650122,0.266883645,0.999585234342596,0.377436748237246,0.609705516383243,0.0490225992148248,0.0693544699336941,0.044652349564108,1.434802802394,0.612613250843531,2.04387831947056
"156",11605,2012,79,155,236,37,129,4981,3407,1209,0.683999197,0.242722345,0.999576450656501,0.334603981363829,0.656501482422702,0.047379092971432,0.065337854602597,0.0454932347157407,1.38670034757641,0.577134185431831,2.08236827458746
"157",11605,2013,94,164,260,37,129,5130,3493,1158,0.680896686,0.225730994,0.999615532487505,0.361399461745482,0.630526720492118,0.0506812732695269,0.0811674294102409,0.0469497008387965,1.48334919161167,0.716958010653951,2.14903530467695
"158",11605,2014,63,111,174,37,129,5060,3743,822,0.73972332,0.162450593,0.999425617461229,0.361860999425617,0.637564618035612,0.0343866722001541,0.0766330130154482,0.0296545643984932,1.00643569349674,0.676905169489598,1.35738257536492
"159",11605,2015,90,162,255,37,129,5044,3962,797,0.785487708,0.158009516,0.999607996863975,0.352802822422579,0.635045080360643,0.0505541127257588,0.11290929619872,0.0408874081926251,1.47962743251537,0.997336308112261,1.87154512494954
"160",11605,2016,88,115,207,37,129,5382,4139,881,0.769044965,0.163693794,0.999517141477547,0.424915499758571,0.55528730082086,0.0384608238419948,0.0998751560549313,0.0277838177381556,1.12567874235008,0.882204767591936,1.27175262357938
"161",11605,2017,121,133,257,37,129,5115,3904,926,0.763245357,0.181036168,0.999611046285492,0.470633994554648,0.517308440295605,0.0502433970010361,0.130655436777886,0.0340667503393868,1.47053334530415,1.15408930298804,1.55934218721285
"162",11605,2018,65,103,169,37,129,5603,4176,1346,0.74531501,0.240228449,0.999408633944412,0.384387936132466,0.609107037256062,0.0301618746765184,0.048287645791546,0.024664160340988,0.882783512185501,0.426528408222589,1.12895610378835
"163",11606,2010,11,15,26,37,129,4020,3335,470,0.82960199,0.116915423,0.996168582375479,0.421455938697318,0.574712643678161,0.0064675008084376,0.0233992767496277,0.00449761626338041,0.189292049647696,0.206687571986081,0.205870026096241
"164",11606,2011,8,24,33,37,129,4047,3341,549,0.82554979,0.135656042,0.996978851963746,0.241691842900302,0.725075528700906,0.00815398680536681,0.0145692952103442,0.00718326299721649,0.238652444105535,0.128691680721388,0.328800514337708
"165",11606,2012,7,28,35,37,129,4201,3559,463,0.847179243,0.110211854,0.997150997150997,0.199430199430199,0.797720797720798,0.00833115136511866,0.0151155258043619,0.00786715742743952,0.243837730297785,0.133516576654286,0.360104510933289
"166",11606,2013,8,14,22,37,129,4285,3582,600,0.835939323,0.140023337,0.995475113122172,0.361990950226244,0.633484162895928,0.00513406921658771,0.0133311114814198,0.00390832193406103,0.150264918988979,0.117754710688409,0.178896173314909
"167",11606,2014,4,18,23,37,129,4498,3843,509,0.854379724,0.113161405,0.995670995670996,0.173160173160173,0.779220779220779,0.00511327004735333,0.00785700255352583,0.00468371887278499,0.149656164928955,0.0694014946809213,0.214388527189063
"168",11606,2015,13,33,46,37,129,4786,4016,629,0.839114083,0.13142499,0.997830802603037,0.281995661605206,0.715835140997831,0.00961116566724473,0.0206644412652996,0.00821692686935086,0.281301433512434,0.182530564396257,0.376114557126033
"169",11606,2016,2,13,15,37,129,4809,4084,595,0.849241006,0.123726346,0.993377483443709,0.132450331125828,0.860927152317881,0.00311908673140504,0.00336077970089061,0.00318307583066037,0.0912900265348751,0.0296860199479558,0.145699380727479
"170",11606,2017,7,12,19,37,129,5044,4180,671,0.828707375,0.133029342,0.994764397905759,0.366492146596859,0.628272251308901,0.00376677702662517,0.0104306362688124,0.00287074471902586,0.110246749873694,0.0921345949167037,0.131403004527848
"171",11606,2018,9,11,20,37,129,5114,4278,628,0.83652718,0.122800156,0.99502487562189,0.447761194029851,0.54726368159204,0.00391075653585186,0.0143289285145677,0.002571234893995,0.11446076966527,0.126568503613482,0.117693498895449
"172",11607,2010,0,3,3,37,129,10451,8353,882,0.79925366,0.084393838,0.967741935483871,0,0.967741935483871,0.00028705112380515,0,0.000359148100705127,0.00840146714908226,0,0.0164393368697507
"173",11607,2011,0,6,6,37,129,10451,8518,924,0.815041623,0.088412592,0.983606557377049,0,0.983606557377049,0.000574102247610299,0,0.000704382432702128,0.0168029342981645,0,0.0322417968342035
"174",11607,2012,1,43,44,37,129,10824,9515,891,0.879065041,0.082317073,0.997732426303855,0.0226757369614512,0.975056689342404,0.00406500309494554,0.00112220850634048,0.00451913274689704,0.118975287434461,0.00991255216643952,0.20685490314303
"175",11607,2013,0,4,4,37,129,10985,9677,986,0.880928539,0.089758762,0.975609756097561,0,0.975609756097561,0.000364129593722406,0,0.000413346973783468,0.0106574145368755,0,0.0189201895618473
"176",11607,2014,0,3,3,37,129,10857,9319,1073,0.858340241,0.098830248,0.967741935483871,0,0.967741935483871,0.000276316880198211,0,0.000321919498664034,0.00808729525580252,0,0.0147352667968704
"177",11607,2015,0,6,6,37,129,10860,9222,1194,0.849171271,0.109944751,0.983606557377049,0,0.983606557377049,0.000552481100542352,0,0.000650611032194403,0.0161701224338217,0,0.0297805109046127
"178",11607,2016,0,1,1,37,129,11571,9543,1385,0.824734249,0.119695791,0.909090909090909,0,0.909090909090909,8.64222070503236e-05,0,0.000104787752407499,0.00252942167185988,0,0.00479646462912871
"179",11607,2017,2,5,7,37,129,11629,9349,1629,0.80393843,0.140080832,0.985915492957746,0.28169014084507,0.704225352112676,0.000601938241136459,0.00122767172058192,0.000534810837406809,0.0176176434763486,0.0108441166724133,0.0244799721910335
"180",11607,2018,0,2,2,37,129,12732,10186,1434,0.800031417,0.112629595,0.952380952380952,0,0.952380952380952,0.000157083277699672,0,0.000196346000922826,0.00459754339146847,0,0.00898737330327372
"181",11608,2010,1,0,1,37,129,5308,3934,1195,0.741145441,0.225131876,0.909090909090909,0.909090909090909,0,0.00018839132646333,0.000836750062756255,0,0.00551387334587854,0.00739107625764728,0
"182",11608,2011,0,5,5,37,129,5272,4142,973,0.785660091,0.184559939,0.980392156862745,0,0.980392156862745,0.000948388687619734,0,0.00120711716279182,0.0277576213532159,0,0.055253544822962
"183",11608,2012,1,0,1,37,129,5457,4263,1015,0.781198461,0.185999633,0.909090909090909,0.909090909090909,0,0.000183247512415019,0.00098512461826421,0,0.00536332321329238,0.00870167986948504,0
"184",11608,2013,0,0,0,37,129,5674,4607,871,0.811949242,0.153507226,0,0,0,0,0,0,0,0,0
"185",11608,2014,0,0,0,37,129,5766,4958,633,0.859868193,0.109781478,0,0,0,0,0,0,0,0,0
"186",11608,2015,0,0,0,37,129,6467,5381,813,0.832070512,0.125715169,0,0,0,0,0,0,0,0,0
"187",11608,2016,1,0,1,37,129,5993,4789,967,0.799098949,0.161354914,0.909090909090909,0.909090909090909,0,0.000166858554003771,0.00103401923275773,0,0.00488364804646308,0.00913356967791775,0
"188",11608,2017,0,0,0,37,129,6101,5002,765,0.819865596,0.12538928,0,0,0,0,0,0,0,0,0
"189",11608,2018,0,0,0,37,129,6144,4906,1003,0.798502604,0.163248698,0,0,0,0,0,0,0,0,0
"190",11701,2010,16,91,107,37,129,4056,3749,139,0.924309665,0.034270217,0.99906629318394,0.149393090569561,0.849673202614379,0.0263800202164641,0.115025161754134,0.0242724920647622,0.772095473108797,1.01602590775146,1.11102821631956
"191",11701,2011,14,91,105,37,129,4345,3998,141,0.92013809,0.032451093,0.999048525214082,0.133206470028544,0.865842055185538,0.0241651515500219,0.0992204110559887,0.0227608113854081,0.707270273701889,0.876421355756199,1.04183384252612
"192",11701,2012,18,73,91,37,129,4710,4469,118,0.948832272,0.025053079,0.998902305159166,0.197585071350165,0.801317233809001,0.0193201842848347,0.152413209144793,0.0163343849992168,0.565466845875983,1.34627734326212,0.747676117554628
"193",11701,2013,15,57,72,37,129,4775,4520,125,0.946596859,0.02617801,0.998613037447989,0.208044382801664,0.790568654646325,0.0150782182572093,0.119904076738609,0.0126103404791929,0.441312173508946,1.05912173087701,0.577214900406535
"194",11701,2014,15,69,84,37,129,4840,4589,89,0.948140496,0.01838843,0.998810939357907,0.178359096313912,0.820451843043995,0.0173550133261709,0.168350168350168,0.0150356279008956,0.507949846699378,1.48704970294853,0.688227924986258
"195",11701,2015,9,70,79,37,129,4995,4823,0,0.965565566,0,0.99873577749684,0.11378002528445,0.884955752212389,0.0158154991892054,90,0.0145134871762974,0.462891052726346,794.976771196283,0.664327903662929
"196",11701,2016,25,77,102,37,129,5065,4956,0,0.978479763,0,0.999020568070519,0.244857982370225,0.754162585700294,0.0201378057688891,250,0.0155364096769637,0.589397147724685,2208.26880887856,0.711150280134045
"197",11701,2017,29,78,108,37,129,4850,4650,92,0.958762887,0.018969072,0.999074930619797,0.268270120259019,0.721554116558742,0.022267582111709,0.314875135722041,0.0167738328207996,0.651731848742057,2.78131576362555,0.767791024918729
"198",11701,2018,16,69,85,37,129,4811,4618,38,0.9598836,0.007898566,0.99882491186839,0.188014101057579,0.810810810810811,0.0176674772920954,0.41994750656168,0.0149412095883588,0.517095101768186,3.70942792042594,0.683906102196669
"199",11703,2010,0,32,33,37,129,3582,3408,111,0.951423786,0.030988275,0.996978851963746,0,0.966767371601208,0.0092124731302867,0,0.00938939585106071,0.269632424147709,0,0.42978214585007
"200",11703,2011,7,32,39,37,129,3729,3620,27,0.970769643,0.007240547,0.997442455242967,0.179028132992327,0.818414322250639,0.0104582875224585,0.25830258302583,0.00883953481948013,0.306095157861966,2.28160614939483,0.404613278989979
"201",11703,2012,2,21,23,37,129,3743,3686,29,0.984771574,0.007747796,0.995670995670996,0.0865800865800866,0.909090909090909,0.00614463946995806,0.0687285223367698,0.00569707821274518,0.179842482291932,0.60708420862641,0.260773167751011
"202",11703,2013,0,28,28,37,129,3972,3886,18,0.978348439,0.004531722,0.99644128113879,0,0.99644128113879,0.00704916794642632,0,0.00720516713414477,0.206316394603162,0,0.329803135499002
"203",11703,2014,2,14,16,37,129,3984,3875,27,0.972640562,0.006777108,0.993788819875776,0.124223602484472,0.869565217391304,0.00401596345473256,0.0738007380073801,0.00361280999200021,0.117539985872876,0.651887471255665,0.165369663345807
"204",11703,2015,5,15,20,37,129,4041,3903,15,0.965850037,0.003711952,0.99502487562189,0.248756218905473,0.746268656716418,0.00494914750934152,0.33112582781457,0.00384309907509416,0.144852595121417,2.92485934950803,0.175910718155715
"205",11703,2016,0,10,10,37,129,4132,3954,17,0.956921588,0.00411423,0.99009900990099,0,0.99009900990099,0.00242007695844728,0,0.00252902051035634,0.0708312749141063,0,0.115761213935505
"206",11703,2017,1,18,19,37,129,4252,4078,18,0.959078081,0.004233302,0.994764397905759,0.0523560209424084,0.942408376963351,0.00446838032971943,0.0552486187845304,0.00441382016134965,0.13078140943014,0.488015206382003,0.202034415252271
"207",11703,2018,4,14,18,37,129,4298,4157,25,0.967194044,0.005816659,0.994475138121547,0.220994475138122,0.773480662983425,0.00418789697773435,0.159362549800797,0.00336773231339155,0.122572169081837,1.40766139211383,0.154151688059305
"208",11705,2010,0,5,5,37,129,8227,7770,40,0.944451197,0.00486204,0.980392156862745,0,0.980392156862745,0.000607747565970998,0,0.000643492361745666,0.01778767190581,0,0.0294546669941431
"209",11705,2011,1,6,7,37,129,8153,7833,5,0.960750644,0.000613271,0.985915492957746,0.140845070422535,0.845070422535211,0.000858569133213134,0.196078431372549,0.000765980263241884,0.0251287654696747,1.73197553637535,0.0350613230538904
"210",11705,2012,0,9,9,37,129,8220,7899,96,0.960948905,0.011678832,0.989010989010989,0,0.989010989010989,0.00109487719127505,0,0.00113937030800977,0.0320450748732157,0,0.0521525584459171
"211",11705,2013,2,1,3,37,129,8271,7990,28,0.966025874,0.003385322,0.967741935483871,0.645161290322581,0.32258064516129,0.000362708708636094,0.0711743772241993,0.000125154879162964,0.0106158278006279,0.628688628862225,0.00572873200613737
"212",11705,2014,1,2,3,37,129,8036,7681,118,0.955823793,0.014683922,0.967741935483871,0.32258064516129,0.645161290322581,0.000373315414193452,0.00846740050804403,0.000260379372746091,0.0109262668858991,0.0747931857367846,0.0119183818990088
"213",11705,2015,1,0,1,37,129,7915,7543,115,0.953000632,0.014529375,0.909090909090909,0.909090909090909,0,0.0001263407916514,0.00868809730668984,0,0.00369776643469544,0.0767426171634601,0
"214",11705,2016,0,1,1,37,129,8158,7678,230,0.94116205,0.028193185,0.909090909090909,0,0.909090909090909,0.000122577560951692,0,0.000130240554303799,0.00358762347939568,0,0.00596151933450179
"215",11705,2017,0,2,2,37,129,8728,8330,193,0.954399633,0.022112741,0.952380952380952,0,0.952380952380952,0.000229144945635362,0,0.000240093156144584,0.00670665806011798,0,0.0109898180339343
"216",11705,2018,0,5,5,37,129,9112,8592,258,0.942932397,0.028314311,0.980392156862745,0,0.980392156862745,0.000548720931508653,0,0.000581929912361355,0.0160600690879478,0,0.0266367602810944
"217",11800,2010,0,1,1,37,129,2587,2587,0,1,0,0.909090909090909,0,0.909090909090909,0.000386533183873836,0,0.000386533183873836,0.0113131270949163,0,0.0176928381594211
"218",11800,2011,0,7,7,37,129,2519,2508,8,0.995633188,0.003175863,0.985915492957746,0,0.985915492957746,0.00277877019570482,0,0.00279095729835334,0.0813295771310409,0,0.127750883623327
"219",11800,2012,0,1,1,37,129,2504,2482,16,0.991214058,0.006389776,0.909090909090909,0,0.909090909090909,0.000399345074078511,0,0.000402884654123524,0.0116881079458719,0,0.0184412963225648
"220",11800,2013,0,3,3,37,129,2511,2490,2,0.991636798,0.000796495,0.967741935483871,0,0.967741935483871,0.00119469555175023,0,0.00120477089273523,0.0349665777236166,0,0.0551461486714247
"221",11800,2014,0,3,3,37,129,2525,2498,1,0.989306931,0.00039604,0.967741935483871,0,0.967741935483871,0.00118807175953428,0,0.00120091269364717,0.0347727113071853,0,0.0549695467782373
"222",11800,2015,0,3,3,37,129,2540,2507,0,0.987007874,0,0.967741935483871,0,0.967741935483871,0.00118105586394236,0,0.00119660165131028,0.0345673687342127,0,0.0547722168268975
"223",11800,2016,0,0,0,37,129,2546,2508,0,0.985074627,0,0,0,0,0,0,0,0,0,0
"224",11800,2017,0,0,0,37,129,2545,2490,0,0.978388998,0,0,0,0,0,0,0,0,0,0
"225",11800,2018,0,1,1,37,129,2536,2483,4,0.979100946,0.001577287,0.909090909090909,0,0.909090909090909,0.000394306218209061,0,0.000402722403447304,0.0115406297493229,0,0.0184338695993871
"226",11902,2010,59,155,216,37,129,5154,4924,204,0.955374466,0.039580908,0.999537251272559,0.27302174919019,0.717260527533549,0.0419083836169263,0.289073983341499,0.0314778335127231,1.22658258069647,2.55341224348526,1.44083933070956
"227",11902,2011,37,171,209,37,129,5486,5046,377,0.919795844,0.068720379,0.999521759923482,0.176948828311813,0.817790530846485,0.0380962796886677,0.098117210289048,0.0338875567269773,1.11500919440347,0.866676700381935,1.55113993261781
"228",11902,2012,36,163,200,37,129,5923,5383,504,0.908829985,0.085092014,0.999500249875062,0.179910044977511,0.814592703648176,0.0337661022099914,0.071414401904384,0.0302799502145604,0.98827273242923,0.630808784920677,1.3860084488798
"229",11902,2013,42,132,176,37,129,6092,5501,526,0.902987525,0.086342745,0.999432140829074,0.238500851788756,0.749574105621806,0.0288898737709493,0.0798327314198821,0.023995200959808,0.845554346592699,0.705168522888422,1.09833573130746
"230",11902,2014,36,125,162,37,129,6136,5595,482,0.911831812,0.078552803,0.999383096853794,0.222085132634176,0.771128932757557,0.0264011342709539,0.074673304293715,0.022340976926239,0.772713443290653,0.659594914910835,1.02261670037708
"231",11902,2015,68,155,231,37,129,6328,5752,477,0.90897598,0.075379267,0.999567286888793,0.294244915620943,0.670705322371268,0.0365038479164362,0.142527771955565,0.0269466803428313,1.06840159696853,1.25895853283372,1.23343421504267
"232",11902,2016,29,101,133,37,129,6159,5634,422,0.914758889,0.068517616,0.999248685199098,0.217881292261458,0.758827948910594,0.0215940640678021,0.0687040985548448,0.0179265543742568,0.632019193918802,0.606868471523131,0.820554711813077
"233",11902,2017,22,109,131,37,129,6001,5677,236,0.946008999,0.039326779,0.999237223493516,0.167810831426392,0.831426392067124,0.0218293312892636,0.0931808555696739,0.019199943633193,0.638905039917812,0.823073507756517,0.878841738677135
"234",11902,2018,21,81,102,37,129,5931,5468,342,0.921935593,0.057663126,0.999020568070519,0.205680705190989,0.79333986287953,0.0171974844463927,0.0613855597778427,0.0148131892247764,0.503339261341118,0.542223267891843,0.678046207966441
"235",11903,2010,93,187,281,37,129,6849,5922,284,0.864651774,0.041465907,0.999644254713625,0.330843116328709,0.665243685521167,0.0410272882568513,0.327349524815206,0.0315766366660475,1.20079451331408,2.89150298100256,1.44536186143742
"236",11903,2011,86,196,283,37,129,7210,6197,279,0.859500693,0.038696255,0.999646767926528,0.303779583186153,0.692334864005652,0.0392504958322353,0.308133285560731,0.0316276968259347,1.14879101307249,2.72176449392414,1.44769904536617
"237",11903,2012,42,159,202,37,129,7641,7048,289,0.922392357,0.037822275,0.999505195447798,0.20781791192479,0.78673923800099,0.0264359843478033,0.145278450363196,0.0225592712929726,0.773733441999986,1.28325548215704,1.03260871933654
"238",11903,2013,66,142,211,37,129,8041,7293,432,0.906976744,0.053724661,0.999526290857414,0.312648034107058,0.672666982472762,0.0262401910186417,0.152742420735941,0.0194704583784673,0.768002925424558,1.34918529401514,0.89122404841807
"239",11903,2014,50,166,217,37,129,8637,7629,618,0.88329281,0.071552622,0.999539382772916,0.230308613542146,0.764624596959926,0.0251241736230911,0.0808930593755056,0.0217587919938132,0.735339115012557,0.714534479494763,0.995968267026457
"240",11903,2015,51,144,196,37,129,8864,7601,980,0.857513538,0.110559567,0.99949005609383,0.260071392146864,0.734319224885263,0.0221116639027087,0.0520355065809611,0.0189446264356475,0.647168404803933,0.459633544547727,0.867155068440397
"241",11903,2016,43,157,202,37,129,9092,7857,1025,0.8641663,0.112736472,0.999505195447798,0.212765957446809,0.776843146956952,0.0222170895612675,0.0419471271095503,0.0199819271741482,0.65025402312624,0.370522129672337,0.914635582027898
"242",11903,2017,38,167,205,37,129,8753,7547,962,0.862218668,0.109905175,0.999512432959532,0.185275475377864,0.814236957581667,0.0234202739600827,0.0394969337906663,0.0221277046812683,0.685469054048036,0.34887938774508,1.0128545597082
"243",11903,2018,38,136,174,37,129,9015,7722,957,0.856572379,0.106156406,0.999425617461229,0.218265364732912,0.781160252728317,0.0193009506272809,0.0397032702956849,0.017611789539115,0.564903911511006,0.350701973617743,0.806146936442729
"244",11904,2010,4,58,63,37,129,1836,1788,17,0.973856209,0.009259259,0.998415213946117,0.063391442155309,0.919175911251981,0.0343118566526878,0.233918128654971,0.0324366646160729,1.0042459777557,2.06621642936006,1.48472804257582
"245",11904,2011,10,41,55,37,129,1712,1635,14,0.955023364,0.00817757,0.998185117967332,0.181488203266788,0.744101633393829,0.0321242918053852,0.709219858156028,0.0250749189652009,0.940219911745332,6.26459236561295,1.14775781645879
"246",11904,2012,6,34,40,37,129,1645,1488,116,0.904559271,0.070516717,0.997506234413965,0.149625935162095,0.84788029925187,0.0243146313294025,0.0516795865633075,0.022847926886634,0.711645276451471,0.456489676253967,1.04582139269948
"247",11904,2013,1,30,31,37,129,1636,1492,96,0.91198044,0.058679707,0.996784565916399,0.0321543408360129,0.964630225080386,0.0189474970967545,0.0104058272632674,0.0201058910260706,0.554558966032024,0.0919154551042067,0.920309796975502
"248",11904,2014,4,25,30,37,129,1732,1597,90,0.922055427,0.051963048,0.996677740863787,0.132890365448505,0.830564784053156,0.0173200161653484,0.0443951165371809,0.015653371736272,0.506925543108213,0.392145404462342,0.716504001036851
"249",11904,2015,3,22,27,37,129,1898,1728,109,0.910432034,0.057428872,0.996309963099631,0.11070110701107,0.811808118081181,0.0142247510668563,0.0274977085242896,0.0127307447485678,0.416332732677921,0.242889328199292,0.582726182078144
